,Flight_miles_12mo,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans
1369,1100,45412,0,1,1,1,1100,3
1370,0,21582,0,3,1,1,10811,15
1371,0,16866,0,1,1,1,0,0
1372,0,86011,0,4,1,1,31769,18
1373,0,31786,0,1,1,1,2661,10
1374,1050,16994,0,1,1,1,1550,3
1375,0,5824,0,1,1,1,0,0
1376,0,17587,0,1,1,1,17587,7
1377,0,1000,0,1,1,1,0,0
1378,1000,91670,0,4,1,1,48193,17
1379,350,92800,0,5,1,1,62042,23
1380,0,31134,0,3,1,1,20108,17
1381,0,57002,0,1,1,1,2570,13
1382,200,66516,0,4,1,1,45406,16
1383,0,18154,0,1,2,1,7748,16
1384,0,320997,2556,5,1,1,82255,24
1385,0,14345,0,4,1,1,50752,16
1386,100,43603,0,1,1,1,17100,4
1387,350,1836,0,1,1,1,850,4
1388,0,156041,0,2,1,1,5644,13
1389,2450,49145,0,1,2,1,12755,22
1390,0,11648,0,1,1,1,475,4
1391,0,14525,0,1,1,1,4625,28
1392,0,10689,0,1,1,1,2750,15
1393,0,37552,0,1,1,1,100,1
1394,0,210350,0,5,1,1,56754,14
1395,0,26156,0,3,1,1,23831,16
1396,0,32061,0,1,1,1,1100,6
1397,806,355145,0,5,1,1,61926,29
1398,0,6000,0,1,1,1,0,0
1399,0,30892,0,3,1,1,11474,11
1400,0,29263,0,3,1,1,15184,13
1401,0,221432,0,4,1,1,31975,21
1402,0,43761,0,1,1,1,5398,16
1403,0,21393,0,1,1,1,5040,2
1404,3300,108950,0,1,1,1,3300,9
1405,550,25089,0,4,1,1,40763,19
1406,100,77709,0,4,1,1,36028,19
1407,100,22533,1000,4,1,1,22206,17
1408,0,25302,0,3,1,1,11312,13
1409,0,11908,0,1,1,1,0,0
1410,0,176982,0,1,1,1,2299,9
1411,0,8723,0,5,1,1,77923,15
1412,0,9071,0,1,1,1,1647,9
1413,0,144848,0,4,1,1,37056,15
1414,250,130364,0,5,1,1,62083,15
1415,0,15592,4924,4,1,1,37173,13
1416,500,25404,0,1,1,1,2125,7
1417,1500,34584,0,1,1,1,6962,21
1418,0,32313,0,4,1,1,29188,27
1419,400,168897,0,4,1,1,37451,24
1420,500,68891,1697,4,1,1,37257,14
1421,0,18068,0,1,1,1,0,0
1422,0,137134,0,5,1,1,92740,20
1423,0,26561,0,1,1,1,100,1
1424,200,22093,0,3,1,1,14857,11
1425,500,58538,1739,4,1,1,48670,19
1426,0,29667,0,1,1,1,5304,19
1427,343,88093,0,3,1,1,15518,13
1428,3500,472241,500,1,1,1,3600,12
1429,50,62569,0,4,1,1,33765,19
1430,0,20982,0,4,1,1,44238,18
1431,333,44665,0,1,1,1,333,2
1432,0,22639,0,1,1,1,1840,4
1433,3750,120152,0,1,1,1,6250,27
1434,0,51402,0,1,1,1,4375,14
1435,450,32749,0,1,1,1,450,3
1436,4130,170309,0,5,1,1,66546,20
1437,0,18924,0,1,1,1,4000,18
1438,350,61919,0,4,1,1,39163,14
1439,0,193547,0,1,1,1,3544,12
1440,1500,57927,0,1,1,1,1500,3
1441,0,161321,0,5,1,1,59645,21
1442,950,66936,2370,1,1,1,3450,5
1443,0,72178,0,1,1,1,2100,10
1444,0,33964,0,1,1,1,300,3
1445,0,94272,0,3,1,1,11098,16
1446,6251,53360,0,1,1,1,7251,5
1447,0,3578,0,1,1,1,0,0
1448,0,29342,0,2,1,1,5835,4
1449,300,28228,0,3,1,1,12948,13
1450,0,118601,0,5,1,1,51240,19
1451,0,24660,0,2,1,1,7206,14
1452,0,147822,0,4,1,1,42469,18
1453,1800,190208,0,4,1,1,37122,38
1454,0,2625,0,1,1,1,125,1
1455,0,49438,0,4,1,1,33912,14
1456,0,24930,0,3,1,1,13060,9
1457,0,89835,0,2,1,1,9058,11
1458,0,46734,0,2,1,1,10007,18
1459,4084,315273,0,1,1,1,12584,9
1460,50,50,0,1,1,1,50,1
1461,0,97416,0,5,1,1,63679,29
1462,250,127768,0,5,1,1,65264,21
1463,0,139882,0,4,1,1,47089,15
1464,0,10740,0,1,1,1,0,0
1465,0,57330,0,1,1,1,380,3
1466,0,33560,0,1,1,1,2600,14
1467,0,53210,0,1,1,1,11422,10
1468,0,9795,0,1,1,1,0,0
1469,0,16984,0,2,1,1,10334,15
1470,1100,46349,0,4,1,1,33923,20
1471,500,118079,0,4,1,1,43298,16
1472,0,29632,0,1,1,1,0,0
1473,0,164307,0,3,1,1,21704,14
1474,0,13490,0,1,1,1,0,0
1475,0,36296,0,1,1,1,5780,6
1476,1500,190429,6168,1,1,1,27500,11
1477,350,120447,0,5,1,1,53804,15
1478,0,35094,0,1,1,1,4000,11
1479,500,208804,0,5,1,1,56204,31
1480,0,30662,0,1,1,1,0,0
1481,0,157452,0,4,1,1,45312,18
1482,0,24266,0,1,1,1,2375,12
1483,2510,49991,0,4,1,1,44146,27
1484,1600,42275,925,1,1,1,4100,6
1485,0,59162,0,1,1,1,2520,7
1486,500,109625,0,5,1,1,63372,19
1487,0,30486,0,1,1,1,0,0
1488,350,240904,2288,4,1,1,63385,22
1489,6520,266776,0,1,1,1,8370,30
1490,0,20818,0,1,1,1,15214,4
1491,0,106509,0,1,1,1,1113,7
1492,750,65982,0,1,1,1,1750,4
1493,0,9002,0,1,1,1,1586,9
1494,0,16088,0,3,1,1,17872,15
1495,0,10079,0,1,1,1,569,8
1496,1050,48863,0,5,1,1,71013,18
1497,200,137402,0,1,1,1,950,6
1498,0,71076,1000,1,1,1,10000,1
1499,0,20630,0,1,1,1,2045,4
1500,1300,119180,1467,1,1,1,9275,20
1501,0,54116,1846,3,1,1,34997,14
1502,0,36665,0,1,1,1,1625,6
1503,450,507371,0,4,1,1,51765,18
1504,300,48721,0,1,1,1,18781,12
1505,1600,391222,0,3,1,1,27471,20
1506,100,88668,0,2,1,1,9889,15
1507,0,46074,0,1,1,1,2193,11
1508,0,1923,0,1,1,1,1170,2
1509,0,46030,0,1,1,1,4375,27
1510,0,31236,0,1,1,1,2250,13
1511,0,18351,0,1,1,1,0,0
1512,0,4779,0,1,1,1,600,2
1513,700,124775,1704,1,1,1,11564,8
1514,0,66923,0,3,1,1,17139,12
1515,0,24008,0,1,1,1,540,3
1516,100,118415,2329,1,1,1,4475,10
1517,0,2793,0,1,1,1,8000,3
1518,1000,70464,0,1,1,1,4000,4
1519,500,71930,0,4,1,1,32774,13
1520,3192,126484,0,1,1,1,5942,13
1521,2339,39503,0,3,1,1,16671,18
1522,0,7291,0,1,1,1,0,0
1523,500,4838,0,3,1,1,23592,16
1524,1000,73811,0,3,1,1,25394,14
1525,0,156219,0,5,1,1,55874,24
1526,0,114376,0,4,1,1,33949,15
1527,550,23965,0,1,2,1,7308,16
1528,1300,45766,0,1,1,1,4550,11
1529,12400,57857,1099,1,1,1,62650,37
1530,0,19998,0,1,1,1,4309,13
1531,500,29506,0,1,1,1,4826,16
1532,0,6020,1505,1,1,1,0,0
1533,2729,27989,0,3,1,1,25369,16
1534,550,21933,0,4,1,1,27166,15
1535,0,58758,0,1,1,1,6500,38
1536,0,86069,0,4,1,1,35282,21
1537,0,8350,0,1,1,1,2125,10
1538,0,26862,0,3,1,1,15510,15
1539,0,133853,0,5,1,1,68136,14
1540,0,72623,0,1,1,1,0,0
1541,0,36887,0,1,2,1,9048,11
1542,550,49737,0,5,1,1,60922,22
1543,0,53869,0,1,1,1,6750,26
1544,0,5264,0,1,1,1,0,0
1545,1310,132132,6920,3,1,1,20443,18
1546,0,319241,0,5,1,1,71867,36
1547,4309,333346,2139,4,1,1,52013,31
1548,0,22459,0,1,1,1,104,2
1549,0,65021,0,2,1,1,10369,12
1550,0,44205,0,4,1,1,28340,13
1551,0,18433,0,1,1,1,3174,9
1552,0,6341,0,1,1,1,3658,12
1553,0,3641,0,1,1,1,1164,3
1554,0,39207,0,1,1,1,965,3
1555,350,63362,0,3,1,1,16331,15
1556,0,220267,0,1,1,1,8500,4
1557,0,329,0,3,1,1,23492,14
1558,0,22424,0,1,1,1,648,2
1559,0,36805,0,3,1,1,13018,16
1560,0,63437,0,2,1,1,7160,15
1561,0,8962,4481,1,1,1,0,0
1562,0,7922,0,1,1,1,0,0
1563,700,113731,0,1,1,1,1700,5
1564,0,12612,0,1,1,1,0,0
1565,500,45916,0,1,1,1,675,6
1566,0,51324,0,3,1,1,20533,14
1567,0,412,0,1,1,1,13000,1
1568,0,8103,0,1,1,1,2750,15
1569,0,91237,0,5,1,1,78864,26
1570,0,17388,0,1,1,1,0,0
1571,683,52046,0,1,1,1,1058,8
1572,50,50015,0,3,1,1,20839,16
1573,500,45340,0,3,1,1,14063,16
1574,150,200963,0,1,1,1,6164,4
1575,0,85884,0,2,1,1,7742,9
1576,0,4236,0,1,1,1,3000,7
1577,0,55843,0,1,1,1,6000,3
1578,173,43000,0,1,1,1,1273,4
1579,0,5573,0,1,1,1,1958,17
1580,0,2080,0,1,1,1,0,0
1581,0,43686,0,1,1,1,4039,12
1582,0,11001,0,1,1,1,255,5
1583,0,10146,0,3,1,1,26633,12
1584,0,35062,0,3,1,1,16237,26
1585,0,11866,0,2,1,1,6139,9
1586,0,41048,0,1,1,1,1195,3
1587,0,25004,0,1,1,1,1113,3
1588,0,194074,1448,1,1,1,12500,6
1589,0,65952,0,4,1,1,34770,14
1590,0,265532,0,1,1,1,4652,13
1591,0,61286,0,1,1,1,1500,5
1592,402,118177,0,3,1,1,20910,18
1593,12988,183370,0,1,1,1,30988,14
1594,0,98608,0,1,1,1,969,12
1595,3400,22529,0,1,1,1,5115,20
1596,500,2502,0,1,1,1,15500,4
1597,0,123430,0,4,1,1,49987,17
1598,0,36219,0,1,1,1,4044,10
1599,1350,61405,250,2,1,1,32316,20
1600,0,3789,0,1,1,1,181,3
1601,0,16065,0,1,1,1,0,0
1602,0,404142,0,5,1,1,75509,13
1603,0,28733,0,1,1,1,0,0
1604,0,26965,0,2,1,1,7346,13
1605,0,278437,0,4,1,1,50888,26
1606,0,5074,0,1,1,1,500,1
1607,1000,43338,0,1,1,1,1000,4
1608,0,23551,0,1,1,1,2375,12
1609,0,32015,0,1,1,1,6000,6
1610,500,65435,0,1,1,1,1000,2
1611,0,39079,0,1,1,1,3070,5
1612,0,108616,0,4,1,1,36476,13
1613,0,80154,0,4,1,1,47270,14
1614,0,25563,0,1,1,1,303,8
1615,0,18007,0,4,1,1,33237,15
1616,0,51752,0,3,1,1,25962,20
1617,0,21540,0,1,1,1,1188,9
1618,0,233057,0,5,1,1,102840,11
1619,0,196079,0,5,1,1,56890,21
1620,6430,276607,0,1,1,1,11430,14
1621,0,20681,0,1,1,1,0,0
1622,0,155278,0,4,1,1,27200,16
1623,4621,194949,0,1,1,1,10121,13
1624,250,307260,783,4,1,1,40533,24
1625,0,105588,0,2,1,1,22973,3
1626,0,41366,0,3,1,1,27148,15
1627,500,59445,0,1,1,1,5500,21
1628,1100,130920,2643,4,1,1,30299,20
1629,0,49777,2360,3,1,1,12241,12
1630,0,58778,0,4,1,1,28325,13
1631,0,38224,0,1,1,1,2587,10
1632,0,93700,0,5,1,1,58745,14
1633,0,533120,0,5,1,1,120983,18
1634,0,34941,0,3,1,1,23718,16
1635,0,115197,0,3,1,1,17638,24
1636,815,31230,0,1,1,1,815,5
1637,0,98604,0,3,1,1,17490,15
1638,0,385195,0,1,1,1,0,0
1639,2069,136104,0,4,1,1,68988,51
1640,0,23984,0,1,1,1,2737,14
1641,0,169947,0,4,1,1,48140,21
1642,1000,71264,0,5,1,1,94161,17
1643,0,71610,0,3,1,1,20918,14
1644,1100,151152,0,2,1,1,13635,21
1645,1100,164178,2364,4,1,1,35314,23
1646,0,18601,0,1,1,1,100,1
1647,100,49331,0,3,1,1,23572,12
1648,0,43326,0,1,1,1,4164,12
1649,0,12112,0,1,1,1,0,0
1650,0,98343,0,4,1,1,31961,16
1651,0,83006,0,4,1,1,45167,13
1652,950,110980,0,1,1,1,12900,8
1653,0,78032,0,3,1,1,24046,23
1654,150,176262,0,3,1,1,12678,8
1655,0,239576,0,3,1,1,13301,12
1656,1000,642756,0,4,1,1,37889,15
1657,0,41370,0,5,1,1,51335,9
1658,0,92905,0,1,1,1,1766,10
1659,0,7430,0,1,1,1,10500,5
1660,950,68390,0,1,1,1,3450,3
1661,1100,18366,0,1,1,1,1100,3
1662,0,197673,0,4,1,1,48932,15
1663,900,11789,0,4,1,1,28756,20
1664,0,213539,0,1,1,1,2750,15
1665,0,13310,0,1,1,1,0,0
1666,500,207395,0,4,1,1,55903,17
1667,0,25688,2396,1,1,1,3103,10
1668,1762,259582,0,1,1,1,3833,21
1669,1442,288379,0,1,1,1,15942,8
1670,0,3580,0,1,1,1,130,3
1671,0,84305,0,5,1,1,78931,15
1672,0,4780,0,1,1,1,0,0
1673,500,88192,0,4,1,1,47848,22
1674,0,105665,0,4,1,1,31226,13
1675,500,24756,0,1,1,1,7720,26
1676,10075,51304,1362,1,1,1,11611,40
1677,1200,12404,0,1,1,1,1950,7
1678,0,80988,0,1,1,1,4413,5
1679,400,5617,0,1,1,1,4400,4
1680,500,68023,0,5,1,1,119512,33
1681,1000,108100,0,4,1,1,45113,17
1682,2500,17470,0,1,1,1,4100,9
1683,0,138332,0,5,1,1,67836,17
1684,0,4087,0,1,1,1,500,4
1685,0,40264,0,1,1,1,19137,13
1686,0,13290,0,1,1,1,3175,5
1687,0,130761,0,4,1,1,52423,15
1688,0,14371,0,4,1,1,28723,13
1689,0,25322,0,3,1,1,23821,16
1690,0,55356,0,3,1,1,23871,15
1691,1193,134501,0,5,1,1,59855,32
1692,0,63311,0,4,1,1,29318,11
1693,650,90307,0,1,1,1,3150,3
1694,0,2198,0,1,1,1,16070,12
1695,0,43749,5583,1,1,1,9557,5
1696,0,7730,0,1,1,1,375,3
1697,0,16171,0,1,1,1,2875,16
1698,200,192108,1000,1,1,1,10200,3
1699,0,35895,0,3,1,1,15720,11
1700,0,46578,0,2,1,1,8322,12
1701,250,54309,0,1,1,1,6772,7
1702,350,45613,0,4,1,1,29117,16
1703,0,297127,0,3,1,1,27415,16
1704,0,93148,0,2,1,1,7776,18
1705,0,27905,0,1,1,1,3794,11
1706,100,139983,0,3,1,1,17289,24
1707,500,188703,0,5,1,1,62973,53
1708,0,19479,0,1,1,1,2250,4
1709,50,63635,0,1,1,1,5175,31
1710,0,77203,0,5,1,1,66817,16
1711,0,19020,0,1,1,1,330,3
1712,0,61172,0,2,1,1,6875,10
1713,0,7342,0,1,1,1,0,0
1714,1050,62076,0,2,1,1,11221,15
1715,0,13046,0,1,1,1,0,0
1716,3880,11527,0,3,1,1,16874,27
1717,0,77814,0,4,1,1,43914,17
1718,0,75303,0,5,1,1,74990,15
1719,0,7545,0,1,1,1,616,6
1720,0,26972,0,1,1,1,0,0
1721,0,184805,0,4,1,1,52755,22
1722,450,93971,0,5,1,1,62023,22
1723,0,66328,0,4,1,1,40522,14
1724,0,51745,0,4,1,1,41377,14
1725,0,64341,0,5,1,1,63621,13
1726,0,49708,0,1,1,1,0,0
1727,0,46926,0,4,1,1,27889,15
1728,3199,199418,1000,3,1,1,25590,39
1729,350,9126,0,1,1,1,1202,13
1730,0,95109,0,4,1,1,26149,8
1731,0,65706,0,3,1,1,21958,17
1732,0,9862,0,1,1,1,31280,15
1733,1000,253349,0,5,1,1,68947,18
1734,0,25541,0,1,1,1,660,3
1735,0,5580,0,1,1,1,60,2
1736,500,37514,0,4,1,1,35874,31
1737,500,67083,0,1,1,1,4600,4
1738,0,92646,0,4,1,1,27177,16
1739,0,21110,0,1,1,1,3402,12
1740,0,102570,0,5,1,1,70503,20
1741,0,15876,0,1,1,1,0,0
1742,0,8957,0,1,1,1,0,0
1743,0,5375,0,1,1,1,2000,9
1744,0,109114,0,4,1,1,31956,27
1745,0,23432,0,1,1,1,1162,10
1746,0,111384,0,4,1,1,26669,14
1747,0,69880,0,1,1,1,4635,5
1748,0,11289,0,1,1,1,1500,5
1749,550,119676,500,1,1,1,550,4
1750,903,21847,0,1,1,1,929,4
1751,400,40808,0,4,1,1,38612,27
1752,1000,47509,0,1,1,1,21210,10
1753,1700,20248,0,3,1,1,18507,37
1754,0,3441,0,1,1,1,1643,6
1755,0,35216,0,1,1,1,9959,14
1756,0,63036,0,2,1,1,9006,14
1757,0,20844,0,1,1,1,20844,10
1758,0,42420,0,1,1,1,1000,1
1759,0,36254,0,1,1,1,7232,7
1760,0,22412,0,3,1,1,11654,12
1761,0,11512,0,1,1,1,3667,14
1762,0,1703,0,1,1,1,1230,4
1763,412,51471,0,3,1,1,15505,32
1764,1000,70518,0,1,1,1,2000,3
1765,500,431824,0,3,1,1,30480,16
1766,0,25577,0,4,1,1,33420,18
1767,0,17111,0,3,1,1,13577,10
1768,500,99336,0,3,1,1,14195,14
1769,0,67612,0,1,1,1,0,0
1770,618,38918,0,1,1,1,6505,29
1771,50,72812,0,3,1,1,16930,17
1772,0,134937,0,1,1,1,500,1
1773,0,121688,0,4,1,1,31631,15
1774,0,162410,0,3,1,1,20203,17
1775,200,59821,500,1,1,1,4200,4
1776,2200,96053,0,1,1,1,2200,6
1777,0,171946,0,3,1,1,19198,28
1778,0,15737,0,1,1,1,220,3
1779,0,77814,0,3,1,1,14786,11
1780,450,53768,0,1,1,1,4798,16
1781,0,245731,0,4,1,1,34322,35
1782,0,87366,0,3,1,1,18012,16
1783,0,56461,0,4,1,1,40190,14
1784,0,46855,0,2,1,1,8845,17
1785,0,53027,0,1,1,1,0,0
1786,0,96610,0,5,1,1,66298,22
1787,0,61450,0,2,1,1,7927,10
1788,0,18538,0,1,1,1,2200,3
1789,0,28319,0,3,1,1,18449,13
1790,0,107360,0,3,1,1,15641,15
1791,0,32510,0,1,3,1,14568,13
1792,0,9753,0,1,1,1,1235,3
1793,0,13033,0,1,1,1,1625,6
1794,803,17609,0,1,1,1,803,5
1795,0,104052,0,2,1,1,6016,12
1796,0,13878,0,1,1,1,0,0
1797,0,7254,0,1,1,1,0,0
1798,1282,12560,0,1,1,1,1282,6
1799,0,94938,0,3,1,1,12999,21
1800,500,86143,0,3,1,1,29652,11
1801,50,138512,0,4,1,1,30130,15
1802,0,66875,0,1,1,1,3206,17
1803,0,96026,0,3,1,1,25670,19
1804,0,31572,0,1,1,1,0,0
1805,0,11834,0,1,1,1,0,0
1806,0,23552,0,4,1,1,36165,11
1807,0,66052,0,1,1,1,8380,8
1808,0,55639,0,1,1,1,2750,15
1809,200,68226,0,1,1,1,3147,8
1810,0,37953,0,5,1,1,62571,28
1811,0,17810,0,1,1,1,1375,4
1812,0,21915,0,1,1,1,7000,33
1813,200,32563,0,1,1,1,4200,3
1814,100,49479,0,1,1,1,5500,24
1815,250,23854,0,3,1,1,22498,18
1816,0,60049,0,1,1,1,0,0
1817,500,75112,0,4,1,1,35532,14
1818,500,19787,0,1,1,1,2016,9
1819,700,30664,0,3,1,1,21242,22
1820,0,91716,0,1,1,1,6978,12
1821,2000,219174,0,1,1,1,4500,5
1822,0,16495,0,1,1,1,18779,11
1823,0,25963,0,2,1,1,8183,25
1824,0,1701,0,1,1,1,10,1
1825,0,73852,0,1,1,1,0,0
1826,0,12791,0,1,1,1,0,0
1827,0,39020,0,1,1,1,1295,4
1828,0,1076,0,3,1,1,11379,8
1829,0,34443,1440,1,1,1,2125,10
1830,0,4735,0,1,1,1,275,2
1831,3164,41279,967,1,1,1,3664,4
1832,0,4708,0,1,1,1,1000,1
1833,350,63090,0,1,1,1,12059,20
1834,0,156544,0,4,1,1,46593,13
1835,0,12239,0,1,1,1,2912,5
1836,0,101464,0,3,1,1,14610,13
1837,0,55147,0,4,1,1,29219,13
1838,1000,59424,0,4,1,1,36600,23
1839,0,52084,0,1,1,1,4836,7
1840,2600,368535,0,5,1,1,146201,21
1841,0,116288,0,5,1,1,65073,18
1842,1250,114508,0,4,1,1,29960,22
1843,500,456509,0,1,1,1,500,1
1844,0,19634,0,1,1,1,0,0
1845,500,56258,0,4,1,1,38591,23
1846,6600,102373,0,4,1,1,67212,33
1847,3493,20426,0,1,1,1,3993,7
1848,0,13034,0,5,1,1,60000,6
1849,0,22455,0,4,1,1,38814,17
1850,0,11604,0,1,1,1,95,2
1851,0,72510,0,4,1,1,31469,12
1852,0,33383,0,1,1,1,0,0
1853,0,181200,0,1,1,1,7514,21
1854,0,17500,0,1,1,1,17500,2
1855,4500,22751,0,1,1,1,4500,9
1856,0,12465,0,1,1,1,380,3
1857,0,6316,0,1,1,1,0,0
1858,980,66860,0,3,1,1,12667,20
1859,0,975,0,1,1,1,350,3
1860,1029,197973,0,5,1,1,72345,14
1861,0,50909,0,3,1,1,14830,18
1862,0,79500,0,3,1,1,21489,15
1863,0,15875,0,3,1,1,24918,12
1864,1557,159109,0,4,1,1,19554,24
1865,0,12906,0,1,1,1,0,0
1866,0,14155,0,1,1,1,3250,19
1867,0,576,0,3,1,1,12082,14
1868,3397,48896,0,1,1,1,4081,12
1869,0,27669,0,1,1,1,3375,20
1870,0,21708,0,3,1,1,12811,13
1871,850,10643,0,4,1,1,40585,14
1872,0,264685,0,5,1,1,57505,16
1873,0,35433,0,1,1,1,1600,3
1874,500,162369,0,4,1,1,41359,15
1875,0,6206,0,1,1,1,375,3
1876,0,226941,1000,4,1,1,44771,17
1877,350,94544,0,5,1,1,111827,8
1878,400,128302,0,5,1,4,132263,32
1879,0,3664,0,1,1,1,0,0
1880,1668,56017,0,1,1,1,3905,6
1881,2250,40835,0,4,1,1,50602,39
1882,500,24496,0,1,1,1,4000,3
1883,0,36033,0,3,1,1,36033,13
1884,400,12766,0,1,1,1,1900,4
1885,16675,147596,0,1,1,1,19175,19
1886,0,16489,0,1,1,1,4851,27
1887,0,84516,0,3,1,1,22713,15
1888,50,74147,0,2,1,1,8315,16
1889,0,24887,0,1,1,1,0,0
1890,0,56954,0,3,1,1,29409,32
1891,0,8647,0,1,1,1,0,0
1892,0,37114,0,1,1,1,21623,12
1893,0,50715,0,4,1,1,39211,13
1894,0,149305,0,4,1,1,49893,19
1895,500,225665,0,1,1,1,4288,15
1896,0,20534,0,1,1,1,589,7
1897,0,3962,0,1,1,1,292,8
1898,0,5112,0,1,1,1,0,0
1899,500,67358,0,5,1,1,67027,34
1900,400,11925,0,1,1,1,400,4
1901,0,30300,0,1,1,1,2160,7
1902,0,39139,0,1,1,1,710,4
1903,0,52440,0,1,1,1,500,1
1904,0,23329,0,1,1,1,6326,3
1905,0,10679,0,2,1,1,13363,12
1906,0,53487,0,1,1,1,0,0
1907,100,355423,5009,3,1,1,20500,20
1908,0,9052,0,1,1,1,280,2
1909,500,129972,0,3,1,1,15081,18
1910,200,283670,0,4,1,1,39260,39
1911,7400,189054,0,1,1,1,17900,25
1912,0,150312,0,1,1,1,1000,1
1913,250,33517,0,1,1,1,1250,2
1914,600,97750,0,3,1,1,12616,16
1915,0,59035,0,1,1,1,245,4
1916,0,132335,0,4,1,1,30273,14
1917,1000,82981,0,5,1,3,105325,44
1918,250,52139,0,1,3,1,16314,14
1919,0,123313,0,4,1,1,31595,15
1920,0,131755,909,4,1,1,37299,16
1921,0,46440,0,1,1,1,5582,24
1922,0,58970,0,3,1,1,13467,18
1923,700,152367,0,4,1,1,43406,24
1924,0,80534,0,3,1,1,20715,17
1925,0,12184,0,1,1,1,1160,3
1926,0,10355,0,2,1,1,6510,10
1927,0,39947,0,1,1,1,1750,7
1928,0,3082,0,1,1,1,0,0
1929,0,37563,0,2,1,1,8142,14
1930,10042,145868,0,5,1,1,61068,18
1931,1700,14231,0,1,1,1,4950,24
1932,0,87282,0,3,1,1,13480,10
1933,0,11355,0,1,1,1,135,3
1934,250,197239,0,4,1,1,53412,25
1935,0,50586,0,1,1,1,0,0
1936,0,54388,0,4,1,1,27516,14
1937,0,30546,0,3,1,1,11304,14
1938,0,24407,0,1,1,1,923,10
1939,400,640169,0,5,1,1,82561,36
1940,350,56213,0,1,1,1,3207,14
1941,0,21944,0,4,1,1,29461,13
1942,0,76552,0,5,1,1,150010,36
1943,0,37244,0,4,1,1,38220,18
1944,0,38439,0,1,1,1,3318,13
1945,250,32160,0,1,1,1,1130,6
1946,500,126873,0,4,1,5,95598,32
1947,0,8000,0,1,1,1,2250,11
1948,200,194906,0,3,1,1,23780,14
1949,0,85751,0,4,1,1,26842,14
1950,0,15676,0,1,1,1,0,0
1951,0,55064,0,2,1,1,8041,13
1952,0,40675,0,1,1,1,1413,9
1953,600,7843,0,1,1,1,600,2
1954,0,56896,0,4,1,1,34019,15
1955,0,91935,0,3,1,1,17550,18
1956,0,50496,0,3,1,1,13287,26
1957,0,19896,2395,2,1,1,9866,11
1958,0,156853,0,4,1,1,37625,14
1959,0,65533,0,2,1,1,7595,10
1960,2227,223670,0,1,1,1,32709,13
1961,2000,91813,0,1,1,1,8690,11
1962,0,12207,0,1,1,1,0,0
1963,0,26421,0,1,1,1,1250,3
1964,0,16176,0,1,1,1,0,0
1965,0,44754,0,1,1,1,0,0
1966,1000,23827,0,1,1,1,8125,37
1967,650,93743,0,1,1,1,1210,7
1968,500,4787,0,1,1,1,3125,8
1969,0,179472,0,3,1,1,11289,15
1970,2709,73639,0,1,1,1,4709,10
1971,0,76077,0,1,1,1,500,4
1972,1000,66456,0,1,1,1,3500,4
1973,0,14273,0,1,1,1,0,0
1974,0,134346,0,5,1,1,100210,18
1975,0,37693,0,3,1,1,30546,7
1976,0,11961,0,1,2,1,11961,10
1977,950,63311,0,5,1,1,90181,34
1978,0,20678,0,1,1,1,2155,8
1979,0,5316,0,1,1,1,1134,4
1980,2000,86511,0,1,1,1,5000,6
1981,100,133831,0,1,1,1,100,1
1982,0,30306,0,1,1,1,2500,1
1983,350,95925,0,1,1,1,7337,22
1984,0,35080,3867,1,1,1,0,0
1985,0,14304,0,1,1,1,0,0
1986,1250,115385,0,1,1,1,5890,15
1987,3001,66411,1000,4,1,1,34826,19
1988,0,6978,0,1,1,1,610,3
1989,0,39909,0,1,1,1,2682,14
1990,3892,8767,0,1,1,1,6589,8
1991,0,25544,0,1,1,1,3271,7
1992,0,166417,0,4,1,1,28607,11
1993,250,69555,0,3,1,1,21957,16
1994,0,2344,0,1,1,1,1478,10
1995,0,8780,0,1,1,1,2750,15
1996,2700,111064,0,1,1,1,12700,7
1997,0,44654,0,4,1,1,48874,16
1998,0,32678,0,1,1,1,0,0
1999,350,327126,1452,5,1,1,97997,25
2000,0,76387,0,1,1,1,3588,7
2001,0,268097,0,3,1,1,26933,25
2002,0,52195,0,4,1,1,35847,13
2003,0,137778,0,3,1,1,19557,18
2004,3500,354807,0,1,1,1,6000,12
2005,0,3056,0,1,1,1,1200,3
2006,100,101901,0,1,2,1,17898,22
2007,0,34182,0,1,1,1,0,0
2008,0,7371,0,1,1,1,1375,4
2009,1800,178733,0,3,1,1,26465,22
2010,0,87553,0,3,1,1,15681,14
2011,0,14614,0,1,1,1,2275,3
2012,0,91259,0,5,1,1,60609,12
2013,250,23997,0,1,1,1,250,2
2014,0,37202,0,1,1,1,15000,4
2015,22100,53232,888,4,1,1,80696,65
2016,0,54594,0,3,1,1,14402,14
2017,0,57474,0,2,1,1,5535,7
2018,0,20111,0,1,1,1,5653,12
2019,750,45950,0,4,1,1,38921,22
2020,650,67948,0,1,1,1,2750,5
2021,2500,216498,0,4,1,1,43083,24
2022,500,100649,0,1,1,1,4000,3
2023,100,52713,0,3,1,1,16273,13
2024,500,186892,0,5,1,1,63444,13
2025,0,11690,0,3,1,1,17615,17
2026,0,144697,0,1,1,1,2000,1
2027,0,75179,0,1,1,1,1015,2
2028,500,19850,0,1,1,1,500,1
2029,0,96154,0,1,1,1,7052,15
2030,500,55778,0,1,1,1,6500,12
2031,0,36227,0,2,1,1,7230,14
